1	+1 Strength	1	20	0	0
1	+2 Strength	10	30	0	0
1	+3 Strength	20	40	0	0
1	+1 Agility	1	20	0	0
1	+2 Agility	10	30	0	0
1	+3 Agility	20	40	0	0
1	+4 Agility	30	50	0	0
1	+5 Agility	40	60	0	0
1	+6 Agility	50	70	0	0
1	+7 Agility	60	80	0	0
1	+4 Strength	30	50	0	0
1	+5 Strength	40	60	0	0
1	+6 Strength	50	70	0	0
1	+7 Strength	60	80	0	0
1	+14 CritRating	60	95	351535086	0
1	+28 CritRating	44	145	351535086	0
1	+28 CritRating	80	185	351535086	0
1	+42 CritRating	106	215	351535086	0
1	+42 CritRating	140	200	351535086	0
1	+56 CritRating	159	275	351535086	0
1	+56 CritRating	200	300	351535086	0
1	+8 Agility	44	145	351535086	0
1	+9 Agility	53	155	351535086	0
1	+8 Strength	44	145	351535086	0
1	+9 Strength	53	155	351535086	0
1	+10 Agility	61	165	351535086	0
1	+10 Strength	61	165	351535086	0
1	+11 Agility	71	175	351535086	0
1	+11 Strength	71	175	351535086	0
1	+12 Agility	80	185	351535086	0
1	+12 Strength	80	185	351535086	0
1	+13 Agility	88	195	351535086	0
1	+14 Agility	97	205	351535086	0
1	+13 Strength	88	195	351535086	0
1	+14 Strength	97	205	351535086	0
1	+15 Strength	106	215	351535086	0
1	+15 Agility	106	215	351535086	0
1	+10 HasteRating	60	155	351535086	0
1	+16 Agility	115	225	351535086	0
1	+16 Strength	115	225	351535086	0
1	+18 Strength	128	240	351535086	0
1	+20 Strength	141	255	351535086	0
1	+25 Strength	155	270	351535086	0
1	+30 Strength	165	285	351535086	0
1	+35 Strength	187	300	351535086	0
1	+40 Strength	194	315	351535086	0
1	+18 Agility	128	240	351535086	0
1	+20 Agility	141	255	351535086	0
1	+25 Agility	155	270	351535086	0
1	+30 Agility	165	285	351535086	0
1	+35 Agility	187	300	351535086	0
1	+40 Agility	194	315	351535086	0
1	+45 Strength	207	330	351535086	0
1	+46 Strength	221	345	351535086	0
1	+45 Agility	207	330	351535086	0
1	+46 Agility	221	345	351535086	0
1	+2 AttackPower	1	66	351535086	0
1	+2 AttackPower	1	66	351535086	0
1	+4 AttackPower	1	85	351535086	0
1	+4 AttackPower	1	120	351535086	0
1	+6 AttackPower	10	125	351535086	0
1	+6 AttackPower	10	125	351535086	0
1	+8 AttackPower	10	125	351535086	0
1	+8 AttackPower	10	125	351535086	0
1	+10 AttackPower	25	115	351535086	0
1	+10 AttackPower	20	135	351535086	0
1	+12 AttackPower	34	125	351535086	0
1	+12 AttackPower	34	155	351535086	0
1	+14 AttackPower	44	135	351535086	0
1	+14 AttackPower	44	155	351535086	0
1	+16 AttackPower	50	145	351535086	0
1	+16 AttackPower	50	175	351535086	0
1	+18 AttackPower	53	155	351535086	0
1	+18 AttackPower	80	175	351535086	0
1	+20 AttackPower	61	165	351535086	0
1	+20 AttackPower	90	165	351535086	0
1	+22 AttackPower	71	175	351535086	0
1	+22 AttackPower	100	175	351535086	0
1	+24 AttackPower	80	185	351535086	0
1	+24 AttackPower	110	213	351535086	0
1	+26 AttackPower	88	195	351535086	0
1	+26 AttackPower	120	213	351535086	0
1	+28 AttackPower	97	205	351535086	0
1	+28 AttackPower	130	240	351535086	0
1	+30 AttackPower	106	215	351535086	0
1	+30 AttackPower	140	215	351535086	0
1	+32 AttackPower	115	225	351535086	0
1	+32 AttackPower	120	245	351535086	0
1	+36 AttackPower	128	240	351535086	0
1	+36 AttackPower	135	255	351535086	0
1	+42 AttackPower	141	255	351535086	0
1	+42 AttackPower	141	255	351535086	0
1	+50 AttackPower	155	270	351535086	0
1	+50 AttackPower	165	277	351535086	0
1	+60 AttackPower	165	285	351535086	0
1	+60 AttackPower	210	300	351535086	0
1	+70 AttackPower	187	300	351535086	0
1	+70 AttackPower	225	300	351535086	0
1	+80 AttackPower	194	315	351535086	0
1	+80 AttackPower	225	300	351535086	0
1	+90 AttackPower	204	325	351535086	0
1	+90 AttackPower	225	300	351535086	0
1	+7 CritRating	31	125	351535086	0
1	+3 CritRating	1	30	351535086	0
1	+4 ExpertiseRating	100	120	351535086	0
1	+8 HasteRating	40	135	351535086	0
1	+16 HasteRating	120	213	351535086	0
1	+4 HasteRating	10	105	351535086	0
1	+6 HasteRating	20	125	351535086	0
1	+6 ExpertiseRating	120	213	351535086	0
1	+12 ArmorPenetrationRating	140	170	351535086	0
1	+12 ExpertiseRating	160	180	351535086	0
1	+12 HasteRating	80	175	351535086	0
1	+16 ArmorPenetrationRating	200	300	351535086	0
1	+16 ExpertiseRating	200	220	351535086	0
1	+20 ExpertiseRating	220	300	351535086	0
1	+20 ArmorPenetrationRating	225	300	351535086	0
1	+20 HasteRating	140	180	351535086	0
1	+14 ExpertiseRating	180	200	351535086	0
1	+14 ArmorPenetrationRating	170	200	351535086	0
1	+14 HasteRating	100	120	351535086	0
1	+34 HasteRating	220	300	351535086	0
1	+34 ArmorPenetrationRating	225	300	351535086	0
1	+34 ExpertiseRating	225	300	351535086	0
1	+130 AttackPower	225	300	351535086	0
1	+4 ArmorPenetrationRating	60	177	351535086	0
1	+8 ExpertiseRating	140	160	351535086	0
1	+110 AttackPower	204	325	351535086	0
1	+110 AttackPower	225	300	351535086	0
1	+23 HasteRating	180	220	351535086	0
1	+6 ArmorPenetrationRating	80	185	351535086	0
1	+8 ArmorPenetrationRating	120	213	351535086	0
2	+5 DefenseRating	1	95	351535086	0
2	+1 Stamina	1	20	0	0
2	+2 Stamina	10	30	0	0
2	+3 Stamina	20	40	0	0
2	+4 Stamina	30	50	0	0
2	+5 Stamina	40	60	0	0
2	+6 Stamina	50	70	0	0
2	+7 Stamina	60	80	0	0
2	+2 DefenseRating	1	76	351535086	0
2	+ 2 DefenseRating	1	55	351535086	0
2	+3 DefenseRating	17	115	351535086	0
2	+ 3 DefenseRating	40	135	351535086	0
2	+4 DefenseRating	44	145	351535086	0
2	+ 4 DefenseRating	44	175	351535086	0
2	+7 DefenseRating	17	115	351535086	0
2	+15 Health	1	30	351535086	0
2	+32 Armor	1	76	351535086	0
2	+40 Armor	53	155	351535086	0
2	+36 Armor	17	115	351535086	0
2	+44 Armor	71	175	351535086	0
2	+48 Armor	88	195	351535086	0
2	+8 Stamina	44	145	351535086	0
2	+9 Stamina	53	155	351535086	0
2	+10 Stamina	61	165	351535086	0
2	+11 Stamina	71	175	351535086	0
2	+12 Stamina	80	185	351535086	0
2	+60 Armor	40	115	351535086	0
2	+60 Armor	40	115	351535086	0
2	+13 Stamina	88	195	351535086	0
2	+14 Stamina	97	205	351535086	0
2	+5 BlockValue	53	155	351535086	0
2	+10 BlockValue	124	235	351535086	0
2	+50 Health	30	125	351535086	0
2	+15 Stamina	106	215	351535086	0
2	+16 Stamina	115	225	351535086	0
2	+18 Stamina	128	240	351535086	0
2	+20 Stamina	141	255	351535086	0
2	+25 Stamina	155	270	351535086	0
2	+30 Stamina	165	285	351535086	0
2	+35 Stamina	177	295	351535086	0
2	+40 Stamina	187	305	351535086	0
2	+45 Stamina	194	315	351535086	0
2	+100 Health	60	177	351535086	0
