ID,ClassID,SubclassID,Sound_Override_Subclassid,Material,DisplayInfoID,InventoryType,SheatheType
100001,0,8,-1,1,24673,0,0
100002,0,8,-1,1,24675,0,0
100003,0,8,-1,1,24676,0,0
100004,0,8,-1,1,39193,0,0
100005,0,8,-1,8,38761,0,0
100006,0,8,-1,8,38762,0,0
100007,0,8,-1,8,38763,0,0
100008,0,8,-1,8,55478,0,0
100009,0,8,-1,0,634,0,0
100010,0,8,-1,0,1037,0,0
100011,0,8,-1,0,1093,0,0
100012,0,8,-1,0,39201,0,0
100013,0,8,-1,0,57389,0,0
100014,0,8,-1,0,57389,0,0
100015,0,8,-1,0,57389,0,0
100016,0,8,-1,0,57389,0,0
100017,12,0,-1,0,35273,0,0
100030,15,2,-1,4,20629,0,0
100031,15,2,-1,4,20629,0,0
100032,15,2,-1,4,20629,0,0
110000,15,2,-1,4,58861,0,0
110001,15,2,-1,4,58861,0,0
110002,15,2,-1,4,58861,0,0
110003,15,2,-1,4,58861,0,0
110004,15,2,-1,4,58861,0,0
110005,15,2,-1,4,58861,0,0
110006,15,2,-1,4,58861,0,0
110007,15,2,-1,4,58861,0,0
110008,15,2,-1,4,58861,0,0
110009,15,2,-1,4,58861,0,0
110010,15,2,-1,4,58861,0,0
110011,15,2,-1,4,58861,0,0
110012,15,2,-1,4,58861,0,0
110013,15,2,-1,4,58861,0,0
110014,15,2,-1,4,58861,0,0
110015,15,2,-1,4,58861,0,0
110016,15,2,-1,4,58861,0,0
110017,15,2,-1,4,58861,0,0
110018,15,2,-1,4,58861,0,0
110019,15,2,-1,4,58861,0,0
110020,15,2,-1,4,58861,0,0
110021,15,2,-1,4,58861,0,0
110022,15,2,-1,4,58861,0,0
110023,15,2,-1,4,58861,0,0
110024,15,2,-1,4,58861,0,0
110025,15,2,-1,4,58861,0,0
110026,15,2,-1,4,58861,0,0
110027,15,2,-1,4,58861,0,0
110028,15,2,-1,4,58861,0,0
110029,15,2,-1,4,58861,0,0
110030,15,2,-1,4,58861,0,0
110031,15,2,-1,4,58861,0,0
110032,15,2,-1,4,58861,0,0
110033,15,2,-1,4,58861,0,0
110034,15,2,-1,4,58861,0,0
110035,15,2,-1,4,58861,0,0
110036,15,2,-1,4,58861,0,0
110037,15,2,-1,4,58861,0,0
110038,15,2,-1,4,58861,0,0
110039,15,2,-1,4,58861,0,0
110040,15,2,-1,4,58861,0,0
110041,15,2,-1,4,58861,0,0
110042,15,2,-1,4,58861,0,0
110043,15,2,-1,4,58861,0,0
110044,15,2,-1,4,58861,0,0
110045,15,2,-1,4,58861,0,0
110046,15,2,-1,4,58861,0,0
110047,15,2,-1,4,58861,0,0
110048,15,2,-1,4,58861,0,0
110049,15,2,-1,4,58861,0,0
110050,15,2,-1,4,58861,0,0
110051,15,2,-1,4,58861,0,0
110052,15,2,-1,4,58861,0,0
110053,15,2,-1,4,58861,0,0
110054,15,2,-1,4,58861,0,0
110055,15,2,-1,4,58861,0,0
110056,15,2,-1,4,58861,0,0
110057,15,2,-1,4,58861,0,0
110058,15,2,-1,4,58861,0,0
110059,15,2,-1,4,58861,0,0
110060,15,2,-1,4,58861,0,0
110061,15,2,-1,4,58861,0,0
110062,15,2,-1,4,58861,0,0
110063,15,2,-1,4,58861,0,0
110064,15,2,-1,4,58861,0,0
110065,15,2,-1,4,58861,0,0
110066,15,2,-1,4,58861,0,0
110067,15,2,-1,4,58861,0,0
110068,15,2,-1,4,58861,0,0
110069,15,2,-1,4,58861,0,0
110070,15,2,-1,4,58861,0,0
110071,15,2,-1,4,58861,0,0
110072,15,2,-1,4,58861,0,0
110073,15,2,-1,4,58861,0,0
110074,15,2,-1,4,58861,0,0
110075,15,2,-1,4,58861,0,0
110076,15,2,-1,4,58861,0,0
110077,15,2,-1,4,58861,0,0
110078,15,2,-1,4,58861,0,0
110079,15,2,-1,4,58861,0,0
110080,15,2,-1,4,58861,0,0
110081,15,2,-1,4,58861,0,0
110082,15,2,-1,4,58861,0,0
110083,15,2,-1,4,58861,0,0
110084,15,2,-1,4,58861,0,0
110085,15,2,-1,4,58861,0,0
110086,15,2,-1,4,58861,0,0
110087,15,2,-1,4,58861,0,0
110088,15,2,-1,4,58861,0,0
110089,15,2,-1,4,58861,0,0
110090,15,2,-1,4,58861,0,0
110091,15,2,-1,4,58861,0,0
110092,15,2,-1,4,58861,0,0
110093,15,2,-1,4,58861,0,0
110094,15,2,-1,4,58861,0,0
110095,15,2,-1,4,58861,0,0
110096,15,2,-1,4,58861,0,0
110097,15,2,-1,4,58861,0,0
110098,15,2,-1,4,58861,0,0
110099,15,2,-1,4,58861,0,0
110100,15,0,-1,4,12333,0,0
110101,15,0,-1,4,20342,0,0
110102,15,0,-1,4,34780,0,0
110103,15,0,-1,4,20503,0,0
110104,15,0,-1,4,6430,0,0
110105,15,0,-1,4,33942,0,0
110106,15,0,-1,4,31783,0,0
110107,15,0,-1,4,33940,0,0
110108,15,0,-1,4,39459,0,0
110109,15,0,-1,4,21202,0,0
110120,15,0,-1,4,19595,0,0
110150,15,0,-1,4,55217,0,0
200000,15,0,-1,4,70001,0,0
200001,15,0,-1,4,70002,0,0
200002,15,0,-1,4,70003,0,0
200003,15,0,-1,4,55479,0,0
200004,15,0,-1,4,56642,0,0
200005,15,0,-1,4,56641,0,0
200006,15,0,-1,4,39462,0,0
200007,15,0,-1,4,57460,0,0
200008,15,0,-1,4,39454,0,0
200009,15,0,-1,4,31204,0,0
200010,15,0,-1,4,31205,0,0
200011,15,0,-1,4,31203,0,0
200012,15,0,-1,4,24678,0,0
200013,15,0,-1,4,24680,0,0
200014,15,0,-1,4,24681,0,0
200015,15,0,-1,4,1501,0,0
200016,15,0,-1,4,38758,0,0
200017,15,0,-1,4,38760,0,0
200018,15,0,-1,4,20624,0,0
200019,15,0,-1,4,40549,0,0
200020,15,0,-1,4,52196,0,0
300001,2,7,-1,1,7313,13,3
300002,2,7,-1,1,7313,13,3
300011,2,7,-1,1,5154,13,3
300012,2,7,-1,1,5154,13,3
300021,2,5,-1,2,19538,17,1
300022,2,5,-1,2,19538,17,1
300031,2,5,-1,2,6808,17,1
300032,2,5,-1,2,6808,17,1
300041,4,1,-1,7,8702,5,0
300042,4,1,-1,7,8702,5,0
300051,4,1,-1,7,16812,20,0
300052,4,1,-1,7,16812,20,0
300061,4,1,-1,7,16833,6,0
300062,4,1,-1,7,16833,6,0
300071,4,2,-1,8,4024,8,0
300072,4,2,-1,8,4024,8,0
300081,4,2,-1,8,6777,8,0
300082,4,2,-1,8,6777,8,0
300091,4,1,-1,7,15165,16,0
300092,4,1,-1,7,15165,16,0
300101,4,1,-1,7,23131,16,0
300102,4,1,-1,7,23131,16,0
300111,4,1,-1,7,15247,16,0
300112,4,1,-1,7,15247,16,0
300121,4,2,-1,8,6787,9,0
300122,4,2,-1,8,6787,9,0
300131,4,2,-1,8,6756,9,0
300132,4,2,-1,8,6756,9,0
300141,4,2,-1,8,6758,9,0
300142,4,2,-1,8,6758,9,0
300151,4,1,-1,7,15161,16,0
300152,4,1,-1,7,15161,16,0
300161,4,1,-1,7,15206,16,0
300162,4,1,-1,7,15206,16,0
300171,4,1,-1,7,23087,16,0
300172,4,1,-1,7,23087,16,0
300181,4,3,-1,5,697,7,0
300182,4,3,-1,5,697,7,0
300183,4,2,-1,8,14278,5,0
300191,4,3,-1,5,4978,7,0
300192,4,3,-1,5,4978,7,0
300193,4,1,-1,7,14466,5,0
300201,2,8,-1,1,7319,17,1
300202,2,8,-1,1,7319,17,1
300203,2,1,-1,1,22108,17,1
300211,2,8,-1,1,20155,17,1
300212,2,8,-1,1,20155,17,1
300213,2,10,-1,2,22151,17,2
300221,4,6,-1,1,18511,14,4
300222,4,6,-1,1,18511,14,4
300223,4,2,-1,8,8655,5,0
300231,4,6,-1,1,3445,14,4
300232,4,6,-1,1,3445,14,4
300233,2,2,-1,2,20714,15,0
300241,4,6,-1,1,4983,14,4
300242,4,6,-1,1,4983,14,4
300243,4,3,-1,5,15318,1,0
300251,2,0,-1,1,8459,13,3
300252,2,0,-1,1,8459,13,3
300253,4,3,-1,5,15320,1,0
300261,2,0,-1,1,8461,13,3
300262,2,0,-1,1,8461,13,3
300263,4,2,-1,8,12372,5,0
300271,2,0,-1,1,19224,13,3
300272,2,0,-1,1,19224,13,3
300273,2,6,-1,1,26500,17,1
300281,4,1,-1,7,16865,6,0
300282,4,1,-1,7,16865,6,0
300291,4,1,-1,7,16792,6,0
300292,4,1,-1,7,16792,6,0
300301,4,1,-1,7,9912,6,0
300302,4,1,-1,7,9912,6,0
300311,4,2,-1,8,17153,7,0
300312,4,2,-1,8,17153,7,0
300321,4,2,-1,8,17154,7,0
300322,4,2,-1,8,17154,7,0
300331,4,2,-1,8,22428,7,0
300332,4,2,-1,8,22428,7,0
300341,4,3,-1,5,6929,3,0
300342,4,3,-1,5,6929,3,0
300351,4,3,-1,5,6912,3,0
300352,4,3,-1,5,6912,3,0
300361,4,0,-1,3,21601,23,7
300362,4,0,-1,3,21601,23,7
300371,4,0,-1,8,21611,23,7
300372,4,0,-1,8,21611,23,7
300381,4,0,-1,8,21606,23,7
300382,4,0,-1,8,21606,23,7
300391,2,2,-1,2,8104,15,0
300392,2,2,-1,2,8104,15,0
300401,2,2,-1,2,20550,15,0
300402,2,2,-1,2,20550,15,0
300411,2,2,-1,2,21111,15,0
300412,2,2,-1,2,21111,15,0
300421,2,2,-1,2,20713,15,0
300422,2,2,-1,2,20713,15,0
300431,2,2,-1,2,21112,15,0
300432,2,2,-1,2,21112,15,0
300441,2,2,-1,2,21113,15,0
300442,2,2,-1,2,21113,15,0
300451,2,15,-1,1,22247,13,3
300452,2,15,-1,1,22247,13,3
300461,2,15,-1,1,22248,13,3
300462,2,15,-1,1,22248,13,3
300471,2,1,-1,1,22249,17,1
300472,2,1,-1,1,22249,17,1
300481,2,1,-1,1,22250,17,1
300482,2,1,-1,1,22250,17,1
300491,2,10,-1,2,22252,17,2
300492,2,10,-1,2,22252,17,2
300501,2,10,-1,2,28699,17,2
300502,2,10,-1,2,28699,17,2
300511,4,1,-1,7,28690,16,0
300512,4,1,-1,7,28690,16,0
300521,4,1,-1,7,23079,16,0
300522,4,1,-1,7,23079,16,0
300531,4,1,-1,7,4765,7,0
300532,4,1,-1,7,4765,7,0
300541,4,1,-1,7,16764,7,0
300542,4,1,-1,7,16764,7,0
300551,4,3,-1,5,28777,6,0
300552,4,3,-1,5,28777,6,0
300561,4,0,-1,5,30797,2,0
300571,4,0,-1,5,30797,2,0
300581,4,1,-1,7,27088,16,0
300591,4,1,-1,7,27087,16,0
300601,4,1,-1,7,27255,9,0
300611,4,2,-1,8,30801,9,0
300621,4,3,-1,5,27277,9,0
300631,4,0,-1,3,28187,23,7
300632,4,0,-1,3,28187,23,7
300641,2,4,-1,2,28194,13,3
300642,2,4,-1,2,28194,13,3
300651,4,1,-1,7,27088,16,0
300661,4,0,-1,5,30797,2,0
300671,4,4,-1,6,27273,9,0
300681,4,4,-1,6,27273,9,0
300691,4,3,-1,5,27277,9,0
300701,4,2,-1,8,27262,9,0
300711,4,2,-1,8,30801,9,0
300721,4,2,-1,8,27262,9,0
300731,4,1,-1,7,27255,9,0
300741,4,1,-1,7,27087,16,0
300751,4,1,-1,7,27087,16,0
300761,4,0,-1,5,30799,2,0
300771,4,0,-1,5,30799,2,0
